COUNT;Geo Local Area;Geom
1;West End;"{""type"": ""Point"", ""coordinates"": [-123.137494706727, 49.290423639898]}"
2;Strathcona;"{""type"": ""Point"", ""coordinates"": [-123.100210384095, 49.2706859510505]}"
2;Strathcona;"{""type"": ""Point"", ""coordinates"": [-123.100214748756, 49.2708047737852]}"
5;Mount Pleasant;"{""type"": ""Point"", ""coordinates"": [-123.100585189261, 49.2631553831824]}"
1;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.100483280259, 49.2763705933117]}"
4;Strathcona;"{""type"": ""Point"", ""coordinates"": [-123.092730933973, 49.2815027631041]}"
6;Strathcona;"{""type"": ""Point"", ""coordinates"": [-123.098542172931, 49.2806128548625]}"
8;Kensington-Cedar Cottage;"{""type"": ""Point"", ""coordinates"": [-123.085988003379, 49.255270973808]}"
1;Kensington-Cedar Cottage;"{""type"": ""Point"", ""coordinates"": [-123.089748541624, 49.2479092558699]}"
3;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.113880350237, 49.283101367844]}"
3;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.113729735046, 49.2831982233155]}"
1;Dunbar-Southlands;"{""type"": ""Point"", ""coordinates"": [-123.181726645679, 49.2420667253015]}"
2;West Point Grey;"{""type"": ""Point"", ""coordinates"": [-123.186515121371, 49.263755798173]}"
16;Strathcona;"{""type"": ""Point"", ""coordinates"": [-123.097559932553, 49.2791696201124]}"
6;Strathcona;"{""type"": ""Point"", ""coordinates"": [-123.095945318765, 49.2828588602465]}"
6;Strathcona;"{""type"": ""Point"", ""coordinates"": [-123.096049822745, 49.2828610222217]}"
1;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.112530746407, 49.2780995710992]}"
1;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.11990071541, 49.2783570758036]}"
5;Kensington-Cedar Cottage;"{""type"": ""Point"", ""coordinates"": [-123.067431339116, 49.2543808311985]}"
2;Kitsilano;"{""type"": ""Point"", ""coordinates"": [-123.153601508783, 49.2684018170151]}"
1;Sunset;"{""type"": ""Point"", ""coordinates"": [-123.091133802696, 49.2266494533401]}"
9;Mount Pleasant;"{""type"": ""Point"", ""coordinates"": [-123.087824119507, 49.26275672178]}"
5;Kitsilano;"{""type"": ""Point"", ""coordinates"": [-123.170373891816, 49.2643631219918]}"
3;Fairview;"{""type"": ""Point"", ""coordinates"": [-123.124431953972, 49.2636558991118]}"
1;Fairview;"{""type"": ""Point"", ""coordinates"": [-123.133250761335, 49.2691892689394]}"
3;Kensington-Cedar Cottage;"{""type"": ""Point"", ""coordinates"": [-123.089816124195, 49.2461789796141]}"
2;Kerrisdale;"{""type"": ""Point"", ""coordinates"": [-123.157124679827, 49.234318083297]}"
1;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.124913946926, 49.2735964951585]}"
3;Kensington-Cedar Cottage;"{""type"": ""Point"", ""coordinates"": [-123.063770069891, 49.244149571059]}"
1;Hastings-Sunrise;"{""type"": ""Point"", ""coordinates"": [-123.049700310226, 49.2691388105244]}"
2;Hastings-Sunrise;"{""type"": ""Point"", ""coordinates"": [-123.052879706193, 49.281413696238]}"
1;Sunset;"{""type"": ""Point"", ""coordinates"": [-123.10170802464, 49.2129084323544]}"
3;Kerrisdale;"{""type"": ""Point"", ""coordinates"": [-123.156085703819, 49.2311914001777]}"
10;Strathcona;"{""type"": ""Point"", ""coordinates"": [-123.099266355555, 49.2811425817493]}"
1;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.126265925175, 49.2767111749742]}"
3;Mount Pleasant;"{""type"": ""Point"", ""coordinates"": [-123.096622252163, 49.2580864740824]}"
5;Strathcona;"{""type"": ""Point"", ""coordinates"": [-123.0997800994, 49.2694508692929]}"
1;Mount Pleasant;"{""type"": ""Point"", ""coordinates"": [-123.089412467795, 49.2663886213734]}"
1;Mount Pleasant;"{""type"": ""Point"", ""coordinates"": [-123.090099472235, 49.2663939345737]}"
1;Mount Pleasant;"{""type"": ""Point"", ""coordinates"": [-123.089278740722, 49.2663972702216]}"
1;Arbutus-Ridge;"{""type"": ""Point"", ""coordinates"": [-123.152863686536, 49.2432560896786]}"
1;Dunbar-Southlands;"{""type"": ""Point"", ""coordinates"": [-123.176365970413, 49.2492404870849]}"
1;Kensington-Cedar Cottage;"{""type"": ""Point"", ""coordinates"": [-123.063341535355, 49.2516616866382]}"
8;Mount Pleasant;"{""type"": ""Point"", ""coordinates"": [-123.100609891029, 49.2616153731291]}"
1;Strathcona;"{""type"": ""Point"", ""coordinates"": [-123.090538508538, 49.2818495027595]}"
2;Grandview-Woodland;"{""type"": ""Point"", ""coordinates"": [-123.074298328468, 49.2807177452074]}"
4;Kensington-Cedar Cottage;"{""type"": ""Point"", ""coordinates"": [-123.06588203194, 49.2353581096555]}"
4;Mount Pleasant;"{""type"": ""Point"", ""coordinates"": [-123.079244266902, 49.2626860878563]}"
3;Sunset;"{""type"": ""Point"", ""coordinates"": [-123.090304466739, 49.2271318009612]}"
1;West End;"{""type"": ""Point"", ""coordinates"": [-123.137854053595, 49.2829085825616]}"
2;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.127562840853, 49.274589638616]}"
1;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.115864586383, 49.2772362736707]}"
3;Mount Pleasant;"{""type"": ""Point"", ""coordinates"": [-123.100610221939, 49.263292538284]}"
4;Grandview-Woodland;"{""type"": ""Point"", ""coordinates"": [-123.067845165142, 49.2809049820802]}"
3;Kensington-Cedar Cottage;"{""type"": ""Point"", ""coordinates"": [-123.069483248836, 49.2584148242978]}"
3;Shaughnessy;"{""type"": ""Point"", ""coordinates"": [-123.135701042768, 49.257494805847]}"
3;Riley Park;"{""type"": ""Point"", ""coordinates"": [-123.100573085359, 49.2526336191427]}"
1;Mount Pleasant;"{""type"": ""Point"", ""coordinates"": [-123.110606644321, 49.2636039273644]}"
10;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.10478151629, 49.2802168307779]}"
1;Kitsilano;"{""type"": ""Point"", ""coordinates"": [-123.15543540088, 49.2711373861376]}"
5;Sunset;"{""type"": ""Point"", ""coordinates"": [-123.101210331457, 49.2264988132386]}"
21;Mount Pleasant;"{""type"": ""Point"", ""coordinates"": [-123.101426614376, 49.2622169062478]}"
1;Kensington-Cedar Cottage;"{""type"": ""Point"", ""coordinates"": [-123.065027518696, 49.2376683303646]}"
1;Strathcona;"{""type"": ""Point"", ""coordinates"": [-123.079958273302, 49.2802846004458]}"
1;Strathcona;"{""type"": ""Point"", ""coordinates"": [-123.093760198076, 49.2842498236662]}"
6;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.101506793961, 49.2807136342144]}"
1;Kitsilano;"{""type"": ""Point"", ""coordinates"": [-123.176193732789, 49.2661471024746]}"
1;West End;"{""type"": ""Point"", ""coordinates"": [-123.131856290446, 49.2887494013154]}"
1;West End;"{""type"": ""Point"", ""coordinates"": [-123.131386944099, 49.2794116847722]}"
5;Mount Pleasant;"{""type"": ""Point"", ""coordinates"": [-123.092758746923, 49.2621892707995]}"
8;Strathcona;"{""type"": ""Point"", ""coordinates"": [-123.080239347775, 49.2816480745688]}"
7;Mount Pleasant;"{""type"": ""Point"", ""coordinates"": [-123.088796687742, 49.2627654053973]}"
7;Mount Pleasant;"{""type"": ""Point"", ""coordinates"": [-123.088934821065, 49.2627666484355]}"
1;Mount Pleasant;"{""type"": ""Point"", ""coordinates"": [-123.104211299385, 49.2649026544556]}"
2;Fairview;"{""type"": ""Point"", ""coordinates"": [-123.133062224094, 49.2665844131611]}"
1;Fairview;"{""type"": ""Point"", ""coordinates"": [-123.132201235376, 49.2641452903656]}"
3;Fairview;"{""type"": ""Point"", ""coordinates"": [-123.141740180438, 49.2659124062992]}"
1;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.113921723141, 49.2836918603251]}"
3;Strathcona;"{""type"": ""Point"", ""coordinates"": [-123.082094591196, 49.2822062623701]}"
1;Kitsilano;"{""type"": ""Point"", ""coordinates"": [-123.145913712395, 49.266780141628]}"
1;Kitsilano;"{""type"": ""Point"", ""coordinates"": [-123.14651855001, 49.2668895584629]}"
1;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.101516121287, 49.2825783443191]}"
14;Mount Pleasant;"{""type"": ""Point"", ""coordinates"": [-123.101417035282, 49.2634781056397]}"
14;Mount Pleasant;"{""type"": ""Point"", ""coordinates"": [-123.101427850128, 49.2635441209579]}"
1;Grandview-Woodland;"{""type"": ""Point"", ""coordinates"": [-123.069282038927, 49.2679996602025]}"
1;Fairview;"{""type"": ""Point"", ""coordinates"": [-123.144264619103, 49.2633795780173]}"
1;Kitsilano;"{""type"": ""Point"", ""coordinates"": [-123.146366867705, 49.270416327917]}"
3;Fairview;"{""type"": ""Point"", ""coordinates"": [-123.115675482761, 49.2647390881092]}"
1;Dunbar-Southlands;"{""type"": ""Point"", ""coordinates"": [-123.193430811604, 49.233280283464]}"
2;Grandview-Woodland;"{""type"": ""Point"", ""coordinates"": [-123.069131945241, 49.271047394271]}"
1;West End;"{""type"": ""Point"", ""coordinates"": [-123.128150763655, 49.2849702193402]}"
1;Hastings-Sunrise;"{""type"": ""Point"", ""coordinates"": [-123.038049905932, 49.2622371421283]}"
1;Grandview-Woodland;"{""type"": ""Point"", ""coordinates"": [-123.076177875312, 49.2626616414043]}"
1;Fairview;"{""type"": ""Point"", ""coordinates"": [-123.12682456968, 49.2576237533019]}"
2;Kitsilano;"{""type"": ""Point"", ""coordinates"": [-123.154229029068, 49.2684117843333]}"
1;Fairview;"{""type"": ""Point"", ""coordinates"": [-123.122095320716, 49.2630192734677]}"
2;Fairview;"{""type"": ""Point"", ""coordinates"": [-123.139086271575, 49.2610609448204]}"
6;Riley Park;"{""type"": ""Point"", ""coordinates"": [-123.101020525141, 49.2423902513551]}"
2;Grandview-Woodland;"{""type"": ""Point"", ""coordinates"": [-123.066316996612, 49.2844099935349]}"
19;Mount Pleasant;"{""type"": ""Point"", ""coordinates"": [-123.092089393174, 49.2621839593522]}"
8;Strathcona;"{""type"": ""Point"", ""coordinates"": [-123.099105383302, 49.2836572045156]}"
2;West End;"{""type"": ""Point"", ""coordinates"": [-123.131287793592, 49.2904046465267]}"
1;Grandview-Woodland;"{""type"": ""Point"", ""coordinates"": [-123.062003323933, 49.2754331581651]}"
2;Fairview;"{""type"": ""Point"", ""coordinates"": [-123.120562031948, 49.2656434447305]}"
2;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.129469444792, 49.2779489745311]}"
6;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.103508660562, 49.2816393781496]}"
1;Arbutus-Ridge;"{""type"": ""Point"", ""coordinates"": [-123.16462438228, 49.2452422429279]}"
2;Fairview;"{""type"": ""Point"", ""coordinates"": [-123.141103370805, 49.2699498271492]}"
1;West End;"{""type"": ""Point"", ""coordinates"": [-123.133562538463, 49.2857826066763]}"
4;Strathcona;"{""type"": ""Point"", ""coordinates"": [-123.097789964874, 49.2815958303295]}"
8;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.126312429854, 49.2774680600393]}"
1;Strathcona;"{""type"": ""Point"", ""coordinates"": [-123.091187968368, 49.2836727728734]}"
5;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.125727144168, 49.2770734589045]}"
1;Grandview-Woodland;"{""type"": ""Point"", ""coordinates"": [-123.056840615218, 49.2818105718909]}"
1;Riley Park;"{""type"": ""Point"", ""coordinates"": [-123.114899752994, 49.2513622682513]}"
3;Marpole;"{""type"": ""Point"", ""coordinates"": [-123.140166650383, 49.207768601135]}"
1;Kensington-Cedar Cottage;"{""type"": ""Point"", ""coordinates"": [-123.070873749423, 49.261107100815]}"
1;Grandview-Woodland;"{""type"": ""Point"", ""coordinates"": [-123.062094500278, 49.2701761761916]}"
1;Grandview-Woodland;"{""type"": ""Point"", ""coordinates"": [-123.06007931061, 49.274509910152]}"
2;West End;"{""type"": ""Point"", ""coordinates"": [-123.137521815687, 49.2825437832274]}"
1;Hastings-Sunrise;"{""type"": ""Point"", ""coordinates"": [-123.051536870389, 49.2814155532835]}"
1;Riley Park;"{""type"": ""Point"", ""coordinates"": [-123.103157866614, 49.2443524637504]}"
1;Shaughnessy;"{""type"": ""Point"", ""coordinates"": [-123.139139826669, 49.2349045535851]}"
1;Hastings-Sunrise;"{""type"": ""Point"", ""coordinates"": [-123.051657820511, 49.2808712281129]}"
3;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.124885604079, 49.2745511673705]}"
2;Grandview-Woodland;"{""type"": ""Point"", ""coordinates"": [-123.06878133659, 49.27510174457]}"
1;Grandview-Woodland;"{""type"": ""Point"", ""coordinates"": [-123.061936306051, 49.2818366925273]}"
1;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.126471448156, 49.2760391086875]}"
1;Strathcona;"{""type"": ""Point"", ""coordinates"": [-123.097560801275, 49.2842032126755]}"
1;Mount Pleasant;"{""type"": ""Point"", ""coordinates"": [-123.099656417931, 49.2681441177475]}"
12;Grandview-Woodland;"{""type"": ""Point"", ""coordinates"": [-123.071612649694, 49.28094585848]}"
1;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.123105292406, 49.2813997173864]}"
10;Dunbar-Southlands;"{""type"": ""Point"", ""coordinates"": [-123.184866967755, 49.2484106636951]}"
1;Oakridge;"{""type"": ""Point"", ""coordinates"": [-123.107496453954, 49.2265069783645]}"
1;Hastings-Sunrise;"{""type"": ""Point"", ""coordinates"": [-123.04476845305, 49.2625172916335]}"
4;Mount Pleasant;"{""type"": ""Point"", ""coordinates"": [-123.090608290489, 49.2567125334026]}"
2;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.101624014429, 49.2801616769222]}"
1;Kitsilano;"{""type"": ""Point"", ""coordinates"": [-123.169497285889, 49.2686362791047]}"
1;Grandview-Woodland;"{""type"": ""Point"", ""coordinates"": [-123.066816027082, 49.2818766290711]}"
2;Riley Park;"{""type"": ""Point"", ""coordinates"": [-123.101265289952, 49.2531913299709]}"
1;Strathcona;"{""type"": ""Point"", ""coordinates"": [-123.091869578153, 49.2782465753251]}"
1;Riley Park;"{""type"": ""Point"", ""coordinates"": [-123.100856973523, 49.2460302715674]}"
2;Renfrew-Collingwood;"{""type"": ""Point"", ""coordinates"": [-123.033210666007, 49.2578896395744]}"
1;Grandview-Woodland;"{""type"": ""Point"", ""coordinates"": [-123.064901420659, 49.2750536879141]}"
2;Riley Park;"{""type"": ""Point"", ""coordinates"": [-123.114884587264, 49.2516366377048]}"
4;Mount Pleasant;"{""type"": ""Point"", ""coordinates"": [-123.096776196169, 49.2633478685155]}"
12;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.119514292952, 49.2798986566953]}"
1;Riley Park;"{""type"": ""Point"", ""coordinates"": [-123.10091905765, 49.2365884259723]}"
4;Grandview-Woodland;"{""type"": ""Point"", ""coordinates"": [-123.070747507771, 49.2788410157399]}"
1;Riley Park;"{""type"": ""Point"", ""coordinates"": [-123.11399486022, 49.2561040512984]}"
2;Mount Pleasant;"{""type"": ""Point"", ""coordinates"": [-123.087891709325, 49.2636593213044]}"
3;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.12495681554, 49.2745016168382]}"
2;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.122128825742, 49.2794342721922]}"
3;Arbutus-Ridge;"{""type"": ""Point"", ""coordinates"": [-123.158956650702, 49.2348797684046]}"
3;Victoria-Fraserview;"{""type"": ""Point"", ""coordinates"": [-123.065966642009, 49.2318031289545]}"
1;Mount Pleasant;"{""type"": ""Point"", ""coordinates"": [-123.084350875792, 49.2627265041296]}"
1;Mount Pleasant;"{""type"": ""Point"", ""coordinates"": [-123.084492445759, 49.2627281997301]}"
1;Grandview-Woodland;"{""type"": ""Point"", ""coordinates"": [-123.069692631526, 49.2782002014129]}"
1;Mount Pleasant;"{""type"": ""Point"", ""coordinates"": [-123.106352556899, 49.2689551461656]}"
3;Strathcona;"{""type"": ""Point"", ""coordinates"": [-123.098158118623, 49.2797015202778]}"
3;Sunset;"{""type"": ""Point"", ""coordinates"": [-123.101485588384, 49.2191387500976]}"
11;Strathcona;"{""type"": ""Point"", ""coordinates"": [-123.099882935603, 49.2690766342228]}"
2;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.126871041905, 49.2763201300383]}"
1;Fairview;"{""type"": ""Point"", ""coordinates"": [-123.13828451849, 49.2595207124155]}"
10;Kitsilano;"{""type"": ""Point"", ""coordinates"": [-123.157777124108, 49.2679423736603]}"
2;Arbutus-Ridge;"{""type"": ""Point"", ""coordinates"": [-123.158103250045, 49.2348676984976]}"
2;Mount Pleasant;"{""type"": ""Point"", ""coordinates"": [-123.104104366552, 49.2634994179221]}"
8;Mount Pleasant;"{""type"": ""Point"", ""coordinates"": [-123.087962252784, 49.2627579659809]}"
4;Mount Pleasant;"{""type"": ""Point"", ""coordinates"": [-123.104424619938, 49.268614493452]}"
4;Grandview-Woodland;"{""type"": ""Point"", ""coordinates"": [-123.057157829527, 49.280866821389]}"
3;Sunset;"{""type"": ""Point"", ""coordinates"": [-123.091091237993, 49.2277765662962]}"
3;Kensington-Cedar Cottage;"{""type"": ""Point"", ""coordinates"": [-123.060735078616, 49.2617367648369]}"
2;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.119287202894, 49.2760867503332]}"
1;Victoria-Fraserview;"{""type"": ""Point"", ""coordinates"": [-123.065174456228, 49.2304656153231]}"
1;Sunset;"{""type"": ""Point"", ""coordinates"": [-123.091203890985, 49.224061073419]}"
1;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.11577510385, 49.281849551179]}"
1;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.116332245423, 49.2820207905186]}"
14;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.107813673681, 49.2818048028322]}"
2;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.118904242879, 49.2803960808941]}"
1;Mount Pleasant;"{""type"": ""Point"", ""coordinates"": [-123.091313633491, 49.2617922220769]}"
2;Strathcona;"{""type"": ""Point"", ""coordinates"": [-123.089873957096, 49.281462851132]}"
6;Mount Pleasant;"{""type"": ""Point"", ""coordinates"": [-123.102074616903, 49.2684953021571]}"
5;Mount Pleasant;"{""type"": ""Point"", ""coordinates"": [-123.113979566997, 49.2633739430575]}"
8;Kitsilano;"{""type"": ""Point"", ""coordinates"": [-123.1494312523, 49.2640523924824]}"
1;West End;"{""type"": ""Point"", ""coordinates"": [-123.126740274084, 49.2868700441287]}"
7;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.127833174625, 49.276456722968]}"
1;Hastings-Sunrise;"{""type"": ""Point"", ""coordinates"": [-123.023893854534, 49.2784727360769]}"
2;Mount Pleasant;"{""type"": ""Point"", ""coordinates"": [-123.105702576055, 49.2649353646298]}"
3;Riley Park;"{""type"": ""Point"", ""coordinates"": [-123.090465190341, 49.2531195682938]}"
19;Riley Park;"{""type"": ""Point"", ""coordinates"": [-123.090485878179, 49.2530179060862]}"
1;West End;"{""type"": ""Point"", ""coordinates"": [-123.136436156378, 49.2926120326535]}"
9;Kensington-Cedar Cottage;"{""type"": ""Point"", ""coordinates"": [-123.071604482627, 49.2478513045011]}"
1;Kitsilano;"{""type"": ""Point"", ""coordinates"": [-123.152281122787, 49.2683736197443]}"
2;Grandview-Woodland;"{""type"": ""Point"", ""coordinates"": [-123.071440533226, 49.2824490590015]}"
2;Grandview-Woodland;"{""type"": ""Point"", ""coordinates"": [-123.071583812455, 49.2824530181589]}"
1;Kensington-Cedar Cottage;"{""type"": ""Point"", ""coordinates"": [-123.076209278235, 49.2541355170226]}"
1;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.124293475472, 49.2742216913595]}"
