COUNT;Geo Local Area;Geom
5;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.100565736458, 49.2797692975465]}"
11;Mount Pleasant;"{""type"": ""Point"", ""coordinates"": [-123.096186704202, 49.2629932660051]}"
9;Strathcona;"{""type"": ""Point"", ""coordinates"": [-123.098143905205, 49.2800911136038]}"
9;Strathcona;"{""type"": ""Point"", ""coordinates"": [-123.098239327898, 49.2800927416007]}"
1;Kitsilano;"{""type"": ""Point"", ""coordinates"": [-123.179399083149, 49.2639880426585]}"
8;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.111305696822, 49.2826982750686]}"
4;Kitsilano;"{""type"": ""Point"", ""coordinates"": [-123.155337654835, 49.2722122276191]}"
1;Kitsilano;"{""type"": ""Point"", ""coordinates"": [-123.155865102343, 49.2641707427452]}"
1;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.10080294021, 49.2820378998066]}"
1;Grandview-Woodland;"{""type"": ""Point"", ""coordinates"": [-123.06852550085, 49.2736806299218]}"
2;Renfrew-Collingwood;"{""type"": ""Point"", ""coordinates"": [-123.046355048334, 49.2578724303304]}"
3;Kensington-Cedar Cottage;"{""type"": ""Point"", ""coordinates"": [-123.06945719959, 49.2589590413143]}"
3;Kensington-Cedar Cottage;"{""type"": ""Point"", ""coordinates"": [-123.069458011095, 49.2590476436635]}"
6;Sunset;"{""type"": ""Point"", ""coordinates"": [-123.090169468957, 49.2321952564448]}"
4;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.111384238614, 49.2832914222406]}"
2;Fairview;"{""type"": ""Point"", ""coordinates"": [-123.14104908217, 49.2685596674563]}"
7;Kensington-Cedar Cottage;"{""type"": ""Point"", ""coordinates"": [-123.065392919228, 49.244961374305]}"
6;Renfrew-Collingwood;"{""type"": ""Point"", ""coordinates"": [-123.043842732049, 49.2363237275434]}"
3;West End;"{""type"": ""Point"", ""coordinates"": [-123.137982082882, 49.2843782505389]}"
1;West End;"{""type"": ""Point"", ""coordinates"": [-123.134894856973, 49.2810157743882]}"
3;Renfrew-Collingwood;"{""type"": ""Point"", ""coordinates"": [-123.053808452314, 49.2395491681606]}"
8;Shaughnessy;"{""type"": ""Point"", ""coordinates"": [-123.152264781651, 49.2347892769407]}"
1;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.118522373666, 49.2818433477786]}"
2;Sunset;"{""type"": ""Point"", ""coordinates"": [-123.090390958223, 49.2252373757117]}"
2;Fairview;"{""type"": ""Point"", ""coordinates"": [-123.12336527815, 49.2630345476256]}"
1;Killarney;"{""type"": ""Point"", ""coordinates"": [-123.033803748393, 49.2326731499632]}"
4;Mount Pleasant;"{""type"": ""Point"", ""coordinates"": [-123.108898884173, 49.2633019793519]}"
1;Fairview;"{""type"": ""Point"", ""coordinates"": [-123.115518305488, 49.2615931536934]}"
1;Kitsilano;"{""type"": ""Point"", ""coordinates"": [-123.166170641957, 49.2642905714552]}"
1;Mount Pleasant;"{""type"": ""Point"", ""coordinates"": [-123.099166096859, 49.2613579461149]}"
1;Mount Pleasant;"{""type"": ""Point"", ""coordinates"": [-123.099333823264, 49.2613621377264]}"
2;Strathcona;"{""type"": ""Point"", ""coordinates"": [-123.100322847138, 49.2706260264185]}"
1;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.12111882145, 49.2813988032528]}"
2;Fairview;"{""type"": ""Point"", ""coordinates"": [-123.117971450485, 49.2629516230303]}"
1;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.118653603573, 49.2792082729912]}"
8;Kensington-Cedar Cottage;"{""type"": ""Point"", ""coordinates"": [-123.085821034156, 49.2551915892206]}"
4;Fairview;"{""type"": ""Point"", ""coordinates"": [-123.140260520016, 49.263299881263]}"
3;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.114030011941, 49.2830027140801]}"
3;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.105220980009, 49.2819214765395]}"
4;Strathcona;"{""type"": ""Point"", ""coordinates"": [-123.0986076315, 49.2791912097417]}"
3;Sunset;"{""type"": ""Point"", ""coordinates"": [-123.090292899914, 49.2279445139151]}"
3;Strathcona;"{""type"": ""Point"", ""coordinates"": [-123.098501757587, 49.2791877019706]}"
1;Sunset;"{""type"": ""Point"", ""coordinates"": [-123.082430810775, 49.2214946601664]}"
8;Kitsilano;"{""type"": ""Point"", ""coordinates"": [-123.184479662511, 49.2645862025659]}"
1;Dunbar-Southlands;"{""type"": ""Point"", ""coordinates"": [-123.175241508158, 49.2524906725013]}"
1;Grandview-Woodland;"{""type"": ""Point"", ""coordinates"": [-123.069181801685, 49.2743385966753]}"
11;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.125358667433, 49.2781014691858]}"
3;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.10365583813, 49.2807085510905]}"
4;Grandview-Woodland;"{""type"": ""Point"", ""coordinates"": [-123.067232783362, 49.2809078676575]}"
1;Kensington-Cedar Cottage;"{""type"": ""Point"", ""coordinates"": [-123.076524427775, 49.2497467552277]}"
2;Fairview;"{""type"": ""Point"", ""coordinates"": [-123.14070441827, 49.266467785809]}"
1;Kensington-Cedar Cottage;"{""type"": ""Point"", ""coordinates"": [-123.066539780038, 49.2535717873363]}"
4;Grandview-Woodland;"{""type"": ""Point"", ""coordinates"": [-123.076557594692, 49.2752082323911]}"
5;Kitsilano;"{""type"": ""Point"", ""coordinates"": [-123.153008648237, 49.2678736947888]}"
5;Kitsilano;"{""type"": ""Point"", ""coordinates"": [-123.153196280569, 49.2678743456837]}"
2;Grandview-Woodland;"{""type"": ""Point"", ""coordinates"": [-123.075583446253, 49.2728933772659]}"
4;Strathcona;"{""type"": ""Point"", ""coordinates"": [-123.097916703431, 49.2805999927487]}"
1;West End;"{""type"": ""Point"", ""coordinates"": [-123.139648430275, 49.2884263429201]}"
9;Kitsilano;"{""type"": ""Point"", ""coordinates"": [-123.153405913084, 49.2678772158668]}"
2;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.128896629261, 49.278304942704]}"
5;Grandview-Woodland;"{""type"": ""Point"", ""coordinates"": [-123.069344703626, 49.266712949373]}"
1;Kitsilano;"{""type"": ""Point"", ""coordinates"": [-123.184696087127, 49.2687835865163]}"
1;Kitsilano;"{""type"": ""Point"", ""coordinates"": [-123.184695013407, 49.2688089547036]}"
1;Hastings-Sunrise;"{""type"": ""Point"", ""coordinates"": [-123.04306873894, 49.2908964196244]}"
7;Grandview-Woodland;"{""type"": ""Point"", ""coordinates"": [-123.076826342307, 49.2742818465488]}"
15;Kensington-Cedar Cottage;"{""type"": ""Point"", ""coordinates"": [-123.085195746209, 49.2541533920342]}"
1;Strathcona;"{""type"": ""Point"", ""coordinates"": [-123.098429973521, 49.2844307730694]}"
11;Kensington-Cedar Cottage;"{""type"": ""Point"", ""coordinates"": [-123.089477087709, 49.25494905706]}"
1;Grandview-Woodland;"{""type"": ""Point"", ""coordinates"": [-123.062523323162, 49.2768567977379]}"
2;Grandview-Woodland;"{""type"": ""Point"", ""coordinates"": [-123.06299172894, 49.2809060027351]}"
3;Grandview-Woodland;"{""type"": ""Point"", ""coordinates"": [-123.065324396965, 49.2739172224462]}"
1;Sunset;"{""type"": ""Point"", ""coordinates"": [-123.095019271579, 49.2308120996096]}"
1;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.121635047215, 49.2759583520546]}"
1;Mount Pleasant;"{""type"": ""Point"", ""coordinates"": [-123.090934351286, 49.2574912539043]}"
1;Fairview;"{""type"": ""Point"", ""coordinates"": [-123.1394632201, 49.2655946060146]}"
3;Kensington-Cedar Cottage;"{""type"": ""Point"", ""coordinates"": [-123.090006365542, 49.2399199722868]}"
3;Marpole;"{""type"": ""Point"", ""coordinates"": [-123.140158104053, 49.2079021916351]}"
3;Marpole;"{""type"": ""Point"", ""coordinates"": [-123.140154385514, 49.2080389246266]}"
4;Riley Park;"{""type"": ""Point"", ""coordinates"": [-123.101741931739, 49.243506817864]}"
1;Kensington-Cedar Cottage;"{""type"": ""Point"", ""coordinates"": [-123.070469967742, 49.2328973958259]}"
1;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.116226532396, 49.285879907759]}"
10;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.109815035164, 49.2830491819075]}"
1;Sunset;"{""type"": ""Point"", ""coordinates"": [-123.090196180655, 49.2312269773209]}"
3;Grandview-Woodland;"{""type"": ""Point"", ""coordinates"": [-123.07215852876, 49.2809545140616]}"
3;Grandview-Woodland;"{""type"": ""Point"", ""coordinates"": [-123.072294650725, 49.2809562280128]}"
1;Arbutus-Ridge;"{""type"": ""Point"", ""coordinates"": [-123.161682839754, 49.2366891850974]}"
1;Arbutus-Ridge;"{""type"": ""Point"", ""coordinates"": [-123.16166266057, 49.2372365833345]}"
1;West End;"{""type"": ""Point"", ""coordinates"": [-123.134306260305, 49.292484088876]}"
4;Victoria-Fraserview;"{""type"": ""Point"", ""coordinates"": [-123.066096140816, 49.2268592790013]}"
1;Grandview-Woodland;"{""type"": ""Point"", ""coordinates"": [-123.074973884307, 49.2787819150139]}"
2;South Cambie;"{""type"": ""Point"", ""coordinates"": [-123.115578397718, 49.256397683094]}"
2;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.130591467931, 49.2764541512301]}"
6;Hastings-Sunrise;"{""type"": ""Point"", ""coordinates"": [-123.056150735232, 49.2725908915162]}"
1;Marpole;"{""type"": ""Point"", ""coordinates"": [-123.136851643006, 49.2033722203284]}"
9;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.100052873986, 49.2827019639466]}"
2;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.102864979458, 49.2801690253368]}"
2;Riley Park;"{""type"": ""Point"", ""coordinates"": [-123.100724052549, 49.2479404980084]}"
3;Strathcona;"{""type"": ""Point"", ""coordinates"": [-123.086691000447, 49.2826881771564]}"
3;Kensington-Cedar Cottage;"{""type"": ""Point"", ""coordinates"": [-123.062703572485, 49.2443089207207]}"
3;Sunset;"{""type"": ""Point"", ""coordinates"": [-123.101514222994, 49.2187109995772]}"
2;West Point Grey;"{""type"": ""Point"", ""coordinates"": [-123.205463461074, 49.2634721323128]}"
1;Kitsilano;"{""type"": ""Point"", ""coordinates"": [-123.167665286255, 49.2689897019233]}"
15;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.109090039992, 49.2816290804535]}"
15;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.108957478237, 49.2816845348652]}"
3;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.125650881813, 49.2779068558134]}"
1;Killarney;"{""type"": ""Point"", ""coordinates"": [-123.035925668289, 49.2330017267961]}"
4;Strathcona;"{""type"": ""Point"", ""coordinates"": [-123.097483706318, 49.2833887467411]}"
4;Strathcona;"{""type"": ""Point"", ""coordinates"": [-123.097476379599, 49.2835083977389]}"
5;Grandview-Woodland;"{""type"": ""Point"", ""coordinates"": [-123.07592887904, 49.2806092828486]}"
4;Strathcona;"{""type"": ""Point"", ""coordinates"": [-123.077388130222, 49.2806305238543]}"
1;Kitsilano;"{""type"": ""Point"", ""coordinates"": [-123.176052148622, 49.2661450694925]}"
1;Renfrew-Collingwood;"{""type"": ""Point"", ""coordinates"": [-123.034719832319, 49.251231987912]}"
2;Grandview-Woodland;"{""type"": ""Point"", ""coordinates"": [-123.068988324433, 49.2769062172505]}"
1;Fairview;"{""type"": ""Point"", ""coordinates"": [-123.136150189406, 49.2689753561771]}"
6;Mount Pleasant;"{""type"": ""Point"", ""coordinates"": [-123.077963228333, 49.2593476409494]}"
2;Kitsilano;"{""type"": ""Point"", ""coordinates"": [-123.183371349236, 49.2688386962427]}"
8;Mount Pleasant;"{""type"": ""Point"", ""coordinates"": [-123.102565005361, 49.262666516231]}"
1;Kitsilano;"{""type"": ""Point"", ""coordinates"": [-123.169332102001, 49.264343073988]}"
1;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.122471590522, 49.2786964753448]}"
1;Grandview-Woodland;"{""type"": ""Point"", ""coordinates"": [-123.071803138464, 49.27913978717]}"
3;Strathcona;"{""type"": ""Point"", ""coordinates"": [-123.081886276182, 49.2822028121102]}"
1;Kitsilano;"{""type"": ""Point"", ""coordinates"": [-123.152959572525, 49.2714075506739]}"
1;Grandview-Woodland;"{""type"": ""Point"", ""coordinates"": [-123.076841380198, 49.2764931232375]}"
1;Kensington-Cedar Cottage;"{""type"": ""Point"", ""coordinates"": [-123.067748036214, 49.2511758553681]}"
4;Fairview;"{""type"": ""Point"", ""coordinates"": [-123.145062005906, 49.264362898218]}"
7;Sunset;"{""type"": ""Point"", ""coordinates"": [-123.091037412097, 49.2299520763154]}"
8;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.111140101991, 49.2825922823819]}"
1;West End;"{""type"": ""Point"", ""coordinates"": [-123.135438056744, 49.2840331020926]}"
1;Kitsilano;"{""type"": ""Point"", ""coordinates"": [-123.157378389537, 49.2633108003813]}"
1;Hastings-Sunrise;"{""type"": ""Point"", ""coordinates"": [-123.04477189958, 49.2655216792602]}"
2;Dunbar-Southlands;"{""type"": ""Point"", ""coordinates"": [-123.185580796771, 49.2397842883558]}"
1;Mount Pleasant;"{""type"": ""Point"", ""coordinates"": [-123.092704059531, 49.2637819159862]}"
8;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.108161065272, 49.2818703948437]}"
1;Renfrew-Collingwood;"{""type"": ""Point"", ""coordinates"": [-123.046907687169, 49.2509157370122]}"
2;West End;"{""type"": ""Point"", ""coordinates"": [-123.134199688246, 49.2805206885324]}"
2;West End;"{""type"": ""Point"", ""coordinates"": [-123.134433623676, 49.2800468383026]}"
1;Renfrew-Collingwood;"{""type"": ""Point"", ""coordinates"": [-123.025551935049, 49.2324856139733]}"
1;Strathcona;"{""type"": ""Point"", ""coordinates"": [-123.084560117833, 49.2710097970279]}"
1;Mount Pleasant;"{""type"": ""Point"", ""coordinates"": [-123.102209491026, 49.2588451981995]}"
11;Strathcona;"{""type"": ""Point"", ""coordinates"": [-123.081028508704, 49.2737679055149]}"
3;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.101576137654, 49.2806694969008]}"
4;Hastings-Sunrise;"{""type"": ""Point"", ""coordinates"": [-123.027101664971, 49.2813966305497]}"
1;Hastings-Sunrise;"{""type"": ""Point"", ""coordinates"": [-123.052388615398, 49.2808708990969]}"
5;Hastings-Sunrise;"{""type"": ""Point"", ""coordinates"": [-123.026822116506, 49.2808529463567]}"
1;Arbutus-Ridge;"{""type"": ""Point"", ""coordinates"": [-123.169920198026, 49.2425705448493]}"
1;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.117705289203, 49.2769345947564]}"
2;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.100396271603, 49.2842225072682]}"
1;Renfrew-Collingwood;"{""type"": ""Point"", ""coordinates"": [-123.03206538556, 49.2374919954266]}"
5;Strathcona;"{""type"": ""Point"", ""coordinates"": [-123.097418557035, 49.2782646441795]}"
1;Dunbar-Southlands;"{""type"": ""Point"", ""coordinates"": [-123.185612986883, 49.2456388807077]}"
9;Kitsilano;"{""type"": ""Point"", ""coordinates"": [-123.168890855232, 49.264332035043]}"
2;West End;"{""type"": ""Point"", ""coordinates"": [-123.124166428666, 49.2845320607515]}"
1;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.105412264749, 49.2804759029582]}"
9;Strathcona;"{""type"": ""Point"", ""coordinates"": [-123.099098163196, 49.2838281190173]}"
1;Victoria-Fraserview;"{""type"": ""Point"", ""coordinates"": [-123.065329557899, 49.2261434672866]}"
1;Riley Park;"{""type"": ""Point"", ""coordinates"": [-123.105616824476, 49.2564099174205]}"
7;Mount Pleasant;"{""type"": ""Point"", ""coordinates"": [-123.101625033933, 49.2612970257784]}"
2;Renfrew-Collingwood;"{""type"": ""Point"", ""coordinates"": [-123.025667194163, 49.2360391438527]}"
8;Mount Pleasant;"{""type"": ""Point"", ""coordinates"": [-123.101196395304, 49.2688021542636]}"
1;Kitsilano;"{""type"": ""Point"", ""coordinates"": [-123.165984214737, 49.2579613666948]}"
1;Kitsilano;"{""type"": ""Point"", ""coordinates"": [-123.165829751031, 49.2579638373036]}"
1;Kitsilano;"{""type"": ""Point"", ""coordinates"": [-123.166282448254, 49.2579640861844]}"
3;Grandview-Woodland;"{""type"": ""Point"", ""coordinates"": [-123.076658405483, 49.281993059998]}"
2;Strathcona;"{""type"": ""Point"", ""coordinates"": [-123.095667180315, 49.2819469709986]}"
6;Kensington-Cedar Cottage;"{""type"": ""Point"", ""coordinates"": [-123.070314810532, 49.2602551552415]}"
1;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.126268809507, 49.274900458501]}"
4;Sunset;"{""type"": ""Point"", ""coordinates"": [-123.091016518209, 49.2304666125209]}"
1;Renfrew-Collingwood;"{""type"": ""Point"", ""coordinates"": [-123.040951681234, 49.2360827984233]}"
4;Fairview;"{""type"": ""Point"", ""coordinates"": [-123.138197271311, 49.2629451588082]}"
1;Grandview-Woodland;"{""type"": ""Point"", ""coordinates"": [-123.07247433569, 49.2693538178174]}"
1;West End;"{""type"": ""Point"", ""coordinates"": [-123.136214858594, 49.2832316273254]}"
14;Mount Pleasant;"{""type"": ""Point"", ""coordinates"": [-123.102385346084, 49.2626632573961]}"
4;Kensington-Cedar Cottage;"{""type"": ""Point"", ""coordinates"": [-123.066018715987, 49.2452443682477]}"
5;Mount Pleasant;"{""type"": ""Point"", ""coordinates"": [-123.103314362225, 49.2695134910749]}"
1;Renfrew-Collingwood;"{""type"": ""Point"", ""coordinates"": [-123.028063468296, 49.2369803528981]}"
1;Grandview-Woodland;"{""type"": ""Point"", ""coordinates"": [-123.074363697156, 49.2782515036584]}"
1;Victoria-Fraserview;"{""type"": ""Point"", ""coordinates"": [-123.067843387615, 49.2205653751166]}"
1;Kitsilano;"{""type"": ""Point"", ""coordinates"": [-123.168503830986, 49.2689908118282]}"
1;Mount Pleasant;"{""type"": ""Point"", ""coordinates"": [-123.100806981081, 49.2581066010572]}"
6;Kensington-Cedar Cottage;"{""type"": ""Point"", ""coordinates"": [-123.076627417756, 49.2487631218209]}"
3;Renfrew-Collingwood;"{""type"": ""Point"", ""coordinates"": [-123.049656982871, 49.2382876993093]}"
2;Strathcona;"{""type"": ""Point"", ""coordinates"": [-123.094770673196, 49.276186116207]}"
1;Mount Pleasant;"{""type"": ""Point"", ""coordinates"": [-123.091502196777, 49.2618633149459]}"
1;Grandview-Woodland;"{""type"": ""Point"", ""coordinates"": [-123.066620849323, 49.2723727097833]}"
3;Hastings-Sunrise;"{""type"": ""Point"", ""coordinates"": [-123.056150641303, 49.2725081358106]}"
7;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.110012473242, 49.283167280664]}"
7;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.119828459045, 49.2809647099481]}"
1;Arbutus-Ridge;"{""type"": ""Point"", ""coordinates"": [-123.155803195791, 49.2418543562378]}"
2;Kensington-Cedar Cottage;"{""type"": ""Point"", ""coordinates"": [-123.089926048044, 49.2428378928334]}"
1;Arbutus-Ridge;"{""type"": ""Point"", ""coordinates"": [-123.154132632134, 49.2460635355842]}"
1;Sunset;"{""type"": ""Point"", ""coordinates"": [-123.091157784013, 49.2251270218989]}"
1;Fairview;"{""type"": ""Point"", ""coordinates"": [-123.141723409423, 49.2673467209894]}"
5;Grandview-Woodland;"{""type"": ""Point"", ""coordinates"": [-123.075681561368, 49.2816102395472]}"
8;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.109527769684, 49.2834092795592]}"
8;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.109584913311, 49.2834456558403]}"
1;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.111240733955, 49.2813009098269]}"
3;Victoria-Fraserview;"{""type"": ""Point"", ""coordinates"": [-123.065942400445, 49.2323207027213]}"
1;Grandview-Woodland;"{""type"": ""Point"", ""coordinates"": [-123.066196860719, 49.2727513901286]}"
10;Strathcona;"{""type"": ""Point"", ""coordinates"": [-123.099531037805, 49.2753236581464]}"
1;Fairview;"{""type"": ""Point"", ""coordinates"": [-123.142684770047, 49.2682485570567]}"
6;Strathcona;"{""type"": ""Point"", ""coordinates"": [-123.087700462867, 49.2808029618432]}"
1;Arbutus-Ridge;"{""type"": ""Point"", ""coordinates"": [-123.160761962761, 49.2349008737789]}"
1;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.100491175651, 49.2763183963774]}"
2;Fairview;"{""type"": ""Point"", ""coordinates"": [-123.117778739981, 49.2629459727502]}"
2;Strathcona;"{""type"": ""Point"", ""coordinates"": [-123.092211567574, 49.2836912912028]}"
10;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.101896753579, 49.281067251278]}"
1;Marpole;"{""type"": ""Point"", ""coordinates"": [-123.128577998921, 49.204016660128]}"
1;Mount Pleasant;"{""type"": ""Point"", ""coordinates"": [-123.0807185555, 49.2593823323719]}"
4;Strathcona;"{""type"": ""Point"", ""coordinates"": [-123.098540890453, 49.2782853618992]}"
2;Fairview;"{""type"": ""Point"", ""coordinates"": [-123.139192930852, 49.2632622680575]}"
1;Strathcona;"{""type"": ""Point"", ""coordinates"": [-123.094363809409, 49.2837300229563]}"
1;Mount Pleasant;"{""type"": ""Point"", ""coordinates"": [-123.107702685653, 49.2680772954798]}"
1;Mount Pleasant;"{""type"": ""Point"", ""coordinates"": [-123.108119890398, 49.2680854332821]}"
3;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.113954486281, 49.2830518212899]}"
3;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.105451918402, 49.2819657921451]}"
17;Mount Pleasant;"{""type"": ""Point"", ""coordinates"": [-123.114788421625, 49.2575375259592]}"
2;Kitsilano;"{""type"": ""Point"", ""coordinates"": [-123.146013415447, 49.2682777167854]}"
1;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.101308472134, 49.2801561071355]}"
12;Strathcona;"{""type"": ""Point"", ""coordinates"": [-123.097638882854, 49.2804878780491]}"
8;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.101282587446, 49.2806688550573]}"
2;Kitsilano;"{""type"": ""Point"", ""coordinates"": [-123.169673890724, 49.2638127547743]}"
1;Mount Pleasant;"{""type"": ""Point"", ""coordinates"": [-123.080709963712, 49.2620947898299]}"
5;Strathcona;"{""type"": ""Point"", ""coordinates"": [-123.098000369593, 49.278789650746]}"
3;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.115195158931, 49.284040941915]}"
3;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.115121025791, 49.2840918385298]}"
10;Kensington-Cedar Cottage;"{""type"": ""Point"", ""coordinates"": [-123.077462163222, 49.2504734482961]}"
3;Kensington-Cedar Cottage;"{""type"": ""Point"", ""coordinates"": [-123.082891972808, 49.2538271741092]}"
11;Kensington-Cedar Cottage;"{""type"": ""Point"", ""coordinates"": [-123.084866364446, 49.2540011654714]}"
3;Kensington-Cedar Cottage;"{""type"": ""Point"", ""coordinates"": [-123.065035506264, 49.2364906952379]}"
6;Kensington-Cedar Cottage;"{""type"": ""Point"", ""coordinates"": [-123.065786914268, 49.2380959391397]}"
2;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.126674266316, 49.2772280861628]}"
3;Grandview-Woodland;"{""type"": ""Point"", ""coordinates"": [-123.069910769136, 49.2752341685175]}"
2;Marpole;"{""type"": ""Point"", ""coordinates"": [-123.134068762458, 49.2019208716218]}"
2;Killarney;"{""type"": ""Point"", ""coordinates"": [-123.02679803007, 49.2316114517747]}"
3;Strathcona;"{""type"": ""Point"", ""coordinates"": [-123.093706266568, 49.2721074142403]}"
2;Kitsilano;"{""type"": ""Point"", ""coordinates"": [-123.171467424008, 49.2681413076609]}"
10;Strathcona;"{""type"": ""Point"", ""coordinates"": [-123.099221698491, 49.2809787459442]}"
1;West Point Grey;"{""type"": ""Point"", ""coordinates"": [-123.208564906441, 49.2640766936934]}"
2;Sunset;"{""type"": ""Point"", ""coordinates"": [-123.091143618987, 49.22534067063]}"
1;Strathcona;"{""type"": ""Point"", ""coordinates"": [-123.094263363234, 49.2815293992154]}"
1;Victoria-Fraserview;"{""type"": ""Point"", ""coordinates"": [-123.062416637795, 49.207222269448]}"
1;Kensington-Cedar Cottage;"{""type"": ""Point"", ""coordinates"": [-123.089821967013, 49.2459990704167]}"
19;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.100627260357, 49.2765238359297]}"
2;Renfrew-Collingwood;"{""type"": ""Point"", ""coordinates"": [-123.032577455358, 49.2379865456263]}"
3;Grandview-Woodland;"{""type"": ""Point"", ""coordinates"": [-123.066730648295, 49.2814944643716]}"
1;Mount Pleasant;"{""type"": ""Point"", ""coordinates"": [-123.089554184231, 49.2663894111394]}"
1;Mount Pleasant;"{""type"": ""Point"", ""coordinates"": [-123.089683668103, 49.2663906599872]}"
1;Mount Pleasant;"{""type"": ""Point"", ""coordinates"": [-123.089822498836, 49.266391901424]}"
24;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.100468445838, 49.2766412713445]}"
1;West Point Grey;"{""type"": ""Point"", ""coordinates"": [-123.187362812937, 49.269285201159]}"
10;Kensington-Cedar Cottage;"{""type"": ""Point"", ""coordinates"": [-123.070881021362, 49.2474988857579]}"
8;Hastings-Sunrise;"{""type"": ""Point"", ""coordinates"": [-123.027366181112, 49.2808537093087]}"
1;Sunset;"{""type"": ""Point"", ""coordinates"": [-123.101213593259, 49.2264147136585]}"
1;Grandview-Woodland;"{""type"": ""Point"", ""coordinates"": [-123.07005839431, 49.2657502212727]}"
4;Mount Pleasant;"{""type"": ""Point"", ""coordinates"": [-123.079102013604, 49.2626866350947]}"
1;Mount Pleasant;"{""type"": ""Point"", ""coordinates"": [-123.080406670353, 49.258101748504]}"
1;Kitsilano;"{""type"": ""Point"", ""coordinates"": [-123.152699596328, 49.258477798187]}"
1;Kitsilano;"{""type"": ""Point"", ""coordinates"": [-123.152872218814, 49.258480349434]}"
7;Mount Pleasant;"{""type"": ""Point"", ""coordinates"": [-123.09183062816, 49.2627900015047]}"
1;Kitsilano;"{""type"": ""Point"", ""coordinates"": [-123.169223041774, 49.2686330830024]}"
8;Strathcona;"{""type"": ""Point"", ""coordinates"": [-123.100141083103, 49.2710776618952]}"
8;Strathcona;"{""type"": ""Point"", ""coordinates"": [-123.10007877229, 49.2711946534033]}"
2;Strathcona;"{""type"": ""Point"", ""coordinates"": [-123.093551657705, 49.2833254417293]}"
1;Fairview;"{""type"": ""Point"", ""coordinates"": [-123.115945275512, 49.2597203908269]}"
4;Riley Park;"{""type"": ""Point"", ""coordinates"": [-123.100771838733, 49.2471156116528]}"
6;Kensington-Cedar Cottage;"{""type"": ""Point"", ""coordinates"": [-123.069454143055, 49.2592293402693]}"
8;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.123975751147, 49.2782298113077]}"
3;Grandview-Woodland;"{""type"": ""Point"", ""coordinates"": [-123.059413306315, 49.2814350694062]}"
4;Riley Park;"{""type"": ""Point"", ""coordinates"": [-123.101580896165, 49.2469493728632]}"
3;Strathcona;"{""type"": ""Point"", ""coordinates"": [-123.094743962442, 49.2833501065361]}"
13;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.124537914966, 49.2786587178055]}"
13;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.124395182288, 49.2787600673633]}"
3;Sunset;"{""type"": ""Point"", ""coordinates"": [-123.101522153758, 49.2185670681889]}"
2;West Point Grey;"{""type"": ""Point"", ""coordinates"": [-123.205599542797, 49.2634745977996]}"
1;Renfrew-Collingwood;"{""type"": ""Point"", ""coordinates"": [-123.047754528423, 49.2573883316575]}"
15;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.108847495051, 49.2816846385194]}"
